id,nome,cpf,email,telefone,endereco,data_nascimento,profissao,salario,estado_civil
48216,Marcelo Almeida,109.736.425-99,ribeiromaria-fernanda@fernandes.br,(051) 4083 9153,"Chácara de Pires, 7, Tiradentes, 69557539 Azevedo Alegre / SP",1965-12-22,Clínico geral,46738,Casado
48217,Ana Carolina Lima,931.274.865-37,anthonysilveira@pereira.org,+55 (021) 1519-6444,"Rodovia de Costela, 57, Conjunto Minas Caixa, 93026-690 Caldeira / CE",1973-10-27,Geofísico,74848,Solteiro
48218,Fernanda Pires,213.684.907-78,calves@gmail.com,81 5614-0410,"Área Pedro Cunha, 18, Pedreira Padro Lopes, 90339216 Santos / PB",1934-11-14,Aeromoça,88741,Viúvo
48219,Letícia Correia,204.736.185-08,inunes@goncalves.br,0900 577 9662,"Travessa Melissa Martins, 583, Santa Monica, 68821-942 Carvalho de Pereira / MS",1991-12-24,Boticário,45378,Casado
48220,Dra. Beatriz Azevedo,238.597.014-79,arthuralves@lopes.br,+55 (021) 7588 7896,"Jardim Costela, 960, Boa União 1ª Seção, 66685239 Martins de Goiás / PB",1998-08-21,Lixeiro/Coletor de lixo,70573,Casado
48221,Carlos Eduardo Nunes,104.785.632-80,mariane36@bol.com.br,(021) 4499 3801,"Travessa João Felipe da Luz, 53, Aeroporto, 42092609 da Mata / MG",2003-07-26,Patologista oral,23403,Casado
48222,Gustavo Henrique Moraes,302.714.589-41,kevinaragao@viana.com,+55 84 4487-5275,"Colônia de Viana, Alto Dos Pinheiros, 13979-773 Moraes de Goiás / MT",1992-04-11,Jogador de golfe,6816,Divorciado
48223,Sr. Lucas da Costa,375.124.806-44,alvesfernanda@pereira.com,+55 21 2679-6757,"Sítio João Barbosa, 7, Tiradentes, 26733329 Carvalho Paulista / MA",1949-04-28,Engraxate,93189,Solteiro
48224,João Guilherme Lopes,816.523.704-71,bramos@gmail.com,+55 11 1541-7348,"Trecho de Rezende, 78, Vila Satélite, 86984-885 Barros de Minas / DF",1972-09-15,Broker/Corretor da bolsa de valores,56217,Solteiro
48225,João Vitor da Luz,421.679.035-61,scunha@bol.com.br,0500 938 2960,"Morro Novaes, 70, Coqueiros, 56431-355 Sales de Rodrigues / MS",1987-05-24,Conferente de carga e descarga,22961,Casado
48226,Sr. João Pedro Mendes,312.956.708-95,lunabarros@silva.net,(071) 1182 1865,"Aeroporto Helena da Rocha, Dona Clara, 10827159 Melo / AL",1978-07-17,Jogador de basquete,84799,Viúvo
48227,Maria Eduarda da Rosa,380.952.647-92,luccacavalcanti@hotmail.com,(041) 3283 3079,"Núcleo Porto, 60, São Jorge 2ª Seção, 54086-424 Cardoso Alegre / PA",1941-04-16,Engenheiro de controle e automação,73343,Solteiro
48228,Sr. Davi Lucas Fogaça,843.527.061-08,augusto36@bol.com.br,(031) 6611-1335,"Esplanada de Pereira, 70, Santa Rosa, 89117616 das Neves / MT",2007-10-17,Cadista,85507,Casado
48229,Isadora Costela,841.029.367-69,bernardocarvalho@ig.com.br,(051) 4300-5033,"Vila de Sales, 99, Virgínia, 45977020 Castro / PB",1987-11-12,Soldador,47504,Viúvo
48230,Srta. Stephany da Paz,835.709.612-30,davi-luizcardoso@farias.br,+55 (021) 3128-8330,"Morro Isaac Farias, 82, Buritis, 63612379 Gonçalves de Pinto / RJ",1947-04-23,Biblioteconomista,84479,Solteiro
48231,Juan Fernandes,374.980.251-32,fgomes@teixeira.br,(081) 5944-4047,"Quadra de Cavalcanti, 9, Vila Califórnia, 33706829 Ferreira Grande / SP",1977-12-26,Bedel,4602,Viúvo
48232,Bernardo Barros,350.821.497-41,yuricastro@rodrigues.br,+55 81 2277-5846,"Favela de Freitas, Das Industrias I, 39059891 Teixeira / SE",1942-09-14,Portuário,51354,Casado
48233,Francisco Araújo,391.647.582-73,nicolas35@nogueira.net,(021) 0806-8250,"Estação Samuel Moraes, 46, Nova Floresta, 62878034 Lima / RR",1994-01-11,Feirante,73146,Divorciado
48234,Rebeca Melo,457.693.128-82,isaacfreitas@gmail.com,+55 (071) 2429 7001,"Jardim Fogaça, 5, Nova Pampulha, 16905-326 Almeida / GO",1970-01-07,Neurologista,69437,Solteiro
48235,Ana Lívia Nascimento,058.392.471-97,oliveiranathan@cunha.com,+55 51 8985 1851,"Travessa Souza, 81, Barão Homem De Melo 1ª Seção, 54354768 Melo de Novaes / PR",2004-01-01,Saxofonista,54326,Divorciado
48236,Isabella Rodrigues,681.372.504-17,stephany62@souza.br,+55 (061) 0829-3939,"Rodovia Gonçalves, 99, Vila Independencia 2ª Seção, 82463-042 Santos do Norte / CE",1964-07-26,Peixeiro,99207,Viúvo
48237,Ryan Costa,401.568.972-02,ucastro@azevedo.org,71 3472 5296,"Aeroporto de Dias, 1, Minas Caixa, 68193-428 Nogueira / PB",1981-08-18,Mestre cervejeiro,12292,Solteiro
48238,Sra. Ana Vitória da Cruz,352.879.014-88,laismonteiro@mendes.net,(081) 5564 7555,"Vila de Jesus, 175, Sport Club, 61506227 Fogaça de da Cruz / PB",1956-03-17,Produtor de audio visual,29960,Viúvo
48239,Leandro Fernandes,689.302.754-00,cnascimento@gmail.com,(051) 7032-1151,"Chácara de da Mata, Boa Viagem, 62130862 Freitas Alegre / PR",1953-08-12,Engenheiro de projetos,35229,Casado
48240,Otávio Pereira,324.690.751-06,mariana71@hotmail.com,(084) 4103 2410,"Rodovia de Cavalcanti, 51, Coração De Jesus, 42419-804 da Mota de Ramos / MT",1963-08-08,Terapeuta Holístico,73555,Divorciado
48241,Emanuelly Dias,049.312.758-50,haraujo@gmail.com,+55 (071) 7854 6320,"Travessa de Farias, 63, São Benedito, 00848-499 Gomes / ES",1970-05-15,Economista doméstico,36762,Divorciado
48242,Sra. Maysa Nascimento,730.689.412-96,oalves@santos.com,+55 (021) 2149 1081,"Praça de Pereira, 6, Araguaia, 47067715 Martins de Goiás / AP",1979-01-26,Enfermeiro,85678,Solteiro
48243,Ana Clara Ribeiro,079.423.165-99,pintojuliana@hotmail.com,51 7547 9124,"Loteamento de Ramos, 21, Beija Flor, 33315540 Porto de da Paz / RO",1957-01-12,Conferente de expedição,3128,Divorciado
48244,Otávio Fogaça,281.769.345-00,ana-sophiamelo@ig.com.br,+55 (031) 9745-3356,"Largo de Almeida, 67, Alto Dos Pinheiros, 51508234 da Luz / BA",1980-02-01,Bombeiro,16867,Divorciado
48245,Gabriel Costela,149.586.732-37,ucunha@freitas.br,+55 84 1074 5035,"Favela Elisa das Neves, 93, Beija Flor, 56003-600 Silveira / AM",1941-03-03,Soldador,57266,Divorciado
48246,Theo Aragão,694.315.278-55,santosmirella@oliveira.com,(084) 0826 7634,"Alameda de Rocha, 23, Bela Vitoria, 66603435 Costela de Gomes / SP",1968-09-28,Armeiro,14258,Casado
48247,Vitor Gabriel Barbosa,049.276.138-87,ymoreira@aragao.com,+55 31 7078 2433,"Alameda de Moura, 61, Camponesa 2ª Seção, 76815062 Correia / PB",1952-07-18,Jóquei,38156,Casado
48248,Sophie Vieira,082.361.975-30,gomesisis@carvalho.com,+55 (041) 3897-3991,"Núcleo de Castro, 7, Coração Eucarístico, 77889815 Aragão / RO",2005-11-28,Engenheiro de minas,556,Divorciado
48249,Marcelo Pires,675.302.849-83,da-matalucas@hotmail.com,31 2415 0018,"Lagoa de Melo, 15, Betânia, 80429698 Viana do Sul / SE",1959-09-08,Modelista,23872,Divorciado
48250,Francisco Freitas,702.594.836-56,naragao@gmail.com,+55 84 5809 2963,"Quadra Santos, Novo Tupi, 54319342 Silva da Mata / RS",1999-09-21,Cadista,88833,Viúvo
48251,Lucas Gabriel Carvalho,134.825.096-89,leticiacardoso@rodrigues.br,61 6233-6521,"Rua de Fernandes, 31, Vila Nossa Senhora Do Rosário, 70881-351 Moreira da Prata / MT",1986-01-24,Gestor de qualidade,30206,Viúvo
48252,Augusto Santos,308.564.721-07,ana-sophiaalmeida@moraes.net,+55 (011) 3088 8625,"Estrada de Souza, 44, Granja Werneck, 13488-568 da Paz / AL",1995-10-29,Sapateiro,2952,Viúvo
48253,Caio Sales,312.564.807-62,thales82@da.br,0300-903-5911,"Pátio Mendes, 93, Cônego Pinheiro 2ª Seção, 38778-712 das Neves de Almeida / ES",1966-01-15,Armeiro,73858,Casado
48254,Luiz Miguel Pinto,754.190.836-39,biancabarbosa@hotmail.com,21 7934 6256,"Trecho Dias, 92, Sagrada Família, 10289541 Vieira / MT",1975-05-09,Camelô,89165,Casado
48255,Dr. Vitor Hugo Araújo,835.901.762-02,gsilveira@melo.net,51 5248 8030,"Campo Teixeira, 3, Grajaú, 07534-685 Ribeiro / AP",1995-06-17,Office-boy,17521,Solteiro
48256,Sr. Theo Cunha,981.470.523-32,rodrigo59@bol.com.br,+55 (021) 9789 4918,"Campo Barbosa, 75, Vila Paquetá, 96500079 Costela do Amparo / AP",1937-09-26,Salva-vidas,92831,Solteiro
48257,Rafael Moraes,451.968.320-33,nogueirarafael@gmail.com,(021) 4499-6307,"Vila de Rocha, 12, Ipe, 19943-295 Cavalcanti Alegre / RS",1950-11-29,Astrólogo,37439,Viúvo
48258,Dra. Maria Vitória Barros,352.890.471-23,hcavalcanti@nunes.net,+55 11 2619-1566,"Distrito da Cruz, 598, Canaa, 05932-437 Campos / PI",1959-10-02,Barman,61952,Viúvo
48259,João Guilherme Novaes,684.321.795-82,teixeiraguilherme@bol.com.br,+55 21 6737-0680,"Rua Evelyn Sales, 86, Bairro Das Indústrias Ii, 97037-444 Porto da Serra / MT",2005-06-12,Técnico em aviação,28127,Casado
48260,Noah Farias,325.801.647-07,yuriferreira@yahoo.com.br,+55 21 4219-0964,"Residencial Fernandes, 5, Casa Branca, 40610502 Moreira / MG",1995-12-20,Jogador de golfe,93068,Solteiro
48261,Isis Novaes,021.456.397-99,correiaana-beatriz@yahoo.com.br,(051) 5765-3775,"Passarela Aragão, 82, Dom Joaquim, 75707808 Moraes / BA",1961-10-27,Profissional de marketing,60148,Solteiro
48262,Sra. Ana Júlia Ferreira,450.963.172-34,oliveiramariane@hotmail.com,(031) 5599 7283,"Viela de Mendes, 15, Centro, 81834709 Vieira de Carvalho / PA",1970-04-22,Pecuarista,39909,Casado
48263,Enrico Peixoto,231.086.479-03,fariasmaria-eduarda@gmail.com,(041) 1300-5509,"Aeroporto Maria Clara Barros, Satelite, 91150-407 Cardoso / PA",1979-01-18,Profissional de linguística,64314,Divorciado
48264,Clarice Fernandes,768.503.291-03,dmoura@uol.com.br,+55 81 2524-5256,"Aeroporto Natália Porto, Candelaria, 16177-800 da Costa da Praia / AL",1987-09-14,Ambientalista,18370,Solteiro
48265,Renan Monteiro,695.214.087-58,almeidayago@hotmail.com,71 9320-9994,"Viaduto Nogueira, 5, Vila Nova Gameleira 3ª Seção, 32977876 Pinto do Amparo / ES",1997-01-10,Ceramista,67694,Solteiro
48266,Pedro Henrique da Costa,602.894.317-78,lavinia19@correia.br,51 0616 0280,"Fazenda Caio Nascimento, Solimoes, 82587186 Silveira Paulista / RO",1937-10-30,Catador de material reciclável,54763,Divorciado
48267,Arthur Cardoso,310.496.827-69,fernanda12@hotmail.com,(011) 3439-0471,"Praça Araújo, Mangabeiras, 48368-473 das Neves / PI",1980-11-15,Panfleteiro,12346,Casado
48268,Srta. Joana Novaes,516.872.094-30,rmoreira@correia.br,(031) 9276-8175,"Vereda Vinicius Moura, 33, Nova America, 60477-109 da Luz / RS",1965-09-02,Engenheiro de iluminação,47676,Solteiro
48269,Maitê Costa,752.690.184-11,sophia51@da.org,+55 (071) 8650 7480,"Rua Anthony Carvalho, 25, Vila Ecológica, 64050384 Duarte Alegre / RO",1953-12-29,Baixista,26649,Casado
48270,Miguel da Luz,406.193.852-51,oporto@ig.com.br,0500 798 7674,"Passarela Marcelo Moraes, 53, Santa Maria, 66630862 Castro / MT",1965-11-02,Obstetra,94931,Solteiro
48271,Alexia Fernandes,378.592.410-05,enzoda-mata@rocha.com,+55 51 1161 4147,"Via Freitas, Califórnia, 19541959 Castro do Oeste / SP",2000-12-27,Administrador de banco de dados DBA,60731,Viúvo
48272,Enzo Gabriel Mendes,397.465.821-19,costabenjamin@melo.br,0900-300-5448,"Trevo Lívia da Rosa, 665, Sport Club, 99059970 Cunha de Fogaça / AM",1985-05-04,Dermatologista,91684,Viúvo
48273,Anthony das Neves,068.527.349-00,ycorreia@dias.com,41 5570 3679,"Esplanada Aragão, 367, Vila Da Ária, 48751-938 das Neves / MT",1962-08-25,Torreiro/Torrista,55256,Solteiro
48274,João Lucas Almeida,893.751.246-73,joao-miguelramos@uol.com.br,+55 (061) 7921 1820,"Praia de Moraes, 79, Dom Cabral, 65953-196 Barbosa da Prata / CE",1964-07-04,Técnico de som,26222,Solteiro
48275,Clara Silveira,759.602.381-95,bruno10@nogueira.org,51 0656 2917,"Recanto Cavalcanti, 37, Parque São Pedro, 54607325 Souza / MS",1944-05-30,Sexólogo,46766,Casado
48276,Gabriel Monteiro,309.457.861-66,otavio45@hotmail.com,+55 (051) 4861-7715,"Estação João Gabriel da Cunha, 252, Tupi B, 88240-684 Fogaça do Campo / SP",2002-03-09,Agente de combate à endemias,38212,Solteiro
48277,Ana Beatriz Ferreira,561.894.327-19,ana-livia87@hotmail.com,+55 (021) 3078-4346,"Vila de Gomes, Xodo-Marize, 69523-444 Silva / AM",1945-06-11,Engenheiro de materiais,43649,Divorciado
48278,Leandro Freitas,684.521.973-73,uaraujo@ig.com.br,+55 (021) 2676-4536,"Quadra Antônio das Neves, 41, Nova Gameleira, 61880855 Sales / SP",1935-12-04,Diagramador,14397,Viúvo
48279,Gabriel Moraes,529.608.341-51,zteixeira@ig.com.br,+55 (061) 2748-3190,"Vila Santos, 70, Vila Minaslandia, 27233-174 Fernandes do Amparo / AM",1955-02-11,Técnico em rede,8351,Divorciado
48280,Bruno Gomes,917.602.348-69,lpereira@yahoo.com.br,84 0079 0051,"Núcleo Otávio Melo, 22, Vila Da Paz, 35800-634 Cardoso da Praia / TO",1958-03-22,Atleta de tiro com arco,86140,Solteiro
48281,Stephany Dias,206.749.531-34,da-conceicaoerick@uol.com.br,(021) 1475 1397,"Residencial de Pires, 8, Álvaro Camargos, 39990722 Peixoto / AC",1942-05-05,Engenheiro de controle e automação,75065,Solteiro
48282,Rodrigo Melo,169.570.328-68,maria-cecilia10@gmail.com,61 5893-2089,"Rodovia Dias, 48, Vila Nova, 92552791 Moura da Serra / PB",2003-07-19,Saxofonista,56528,Viúvo
48283,Luna Alves,389.045.762-29,larasouza@yahoo.com.br,+55 51 7868 4351,"Condomínio Jesus, 42, Salgado Filho, 51628-168 Cavalcanti / PB",1967-06-03,Triatleta,49570,Solteiro
48284,Heloísa Pinto,309.652.718-03,sophie85@gmail.com,+55 (071) 1424 9091,"Avenida de Alves, 659, Vila São João Batista, 18889952 da Cunha da Serra / MT",1998-05-23,Pedreiro,27237,Viúvo
48285,Kevin da Conceição,027.198.435-04,sophiepinto@carvalho.net,11 1469-6461,"Estação das Neves, 60, Alpes, 82820-511 Moreira da Serra / PB",1971-02-13,Gestor de tecnologia da informação,50606,Divorciado
48286,Diogo Silva,531.468.927-82,enzo-gabrielaraujo@bol.com.br,0900 317 4275,"Morro Cavalcanti, 52, Jardim Dos Comerciarios, 85574-859 Gonçalves / PB",1969-02-08,DJ,99963,Viúvo
48287,Felipe Ribeiro,356.274.890-65,ana-juliada-mota@gmail.com,+55 (031) 0767 8085,"Chácara de da Cruz, Vila Nova Cachoeirinha 1ª Seção, 24276568 da Luz / PE",1971-04-22,Sargento,24100,Solteiro
48288,Sra. Mirella Campos,749.365.810-20,vitor-gabriel90@bol.com.br,+55 61 1745 2355,"Recanto Melo, 24, Araguaia, 07435-028 Carvalho / GO",1944-12-22,Designer de jóia,6792,Viúvo
48289,Sophia Barbosa,347.289.651-55,nazevedo@ig.com.br,51 5517 5089,"Aeroporto Nogueira, 91, Ernesto Nascimento, 23127-461 Ferreira da Serra / AC",1972-12-22,Vigia parlamentar,68008,Viúvo
48290,Erick Silveira,325.948.016-15,edias@porto.com,31 2772-1245,"Condomínio da Cunha, Bom Jesus, 54018-752 Lima / PR",1948-03-16,Feirante,70031,Casado
48291,Juliana da Rocha,769.420.851-11,matheus25@ramos.com,(071) 9053-7298,"Trecho de Gomes, 922, Indaiá, 12154-206 Moreira Alegre / PE",1952-05-31,Soldado,92395,Casado
48292,Daniela da Paz,467.582.391-28,ada-costa@sales.br,(011) 3548-9108,"Chácara Campos, 1, Vila Dos Anjos, 80247-270 Teixeira do Campo / TO",1970-10-12,Encarregado de manutenção predial,89763,Divorciado
48293,Isabella da Costa,462.915.783-28,mda-rosa@mendes.br,21 7484-9885,"Feira de Alves, 90, Nova America, 11299578 Farias de Campos / MT",1967-02-18,Percursionista,78185,Solteiro
48294,Valentina Farias,345.729.086-56,laura17@yahoo.com.br,+55 51 2107 7126,"Jardim Brenda Almeida, 64, São Gabriel, 19326-614 Nunes / RN",1941-11-02,Profissional de educação física,7326,Viúvo
48295,Bruno Nascimento,976.480.251-67,yda-paz@hotmail.com,+55 (041) 8708 2501,"Trecho Lima, 51, Vale Do Jatoba, 44436-720 Cavalcanti de Nascimento / AL",1984-04-16,Analista de sistemas,94972,Viúvo
48296,Cauê Campos,349.215.086-15,krodrigues@aragao.br,0300 422 2820,"Campo Rodrigues, Maravilha, 26848-229 da Rocha / PB",1943-08-08,Defensor Público,73213,Viúvo
48297,Breno Moraes,469.280.571-49,gabriel17@martins.com,(071) 1527-0181,"Travessa de Ribeiro, 840, Estoril, 76092342 Castro de Fogaça / MG",1958-10-07,Auxiliar administrativo,45267,Divorciado
48298,Isabel Araújo,325.986.174-28,silvamaria-cecilia@da.com,+55 41 8993-1832,"Campo Isadora Cunha, 40, Pousada Santo Antonio, 88839-114 Correia de Minas / MG",1987-08-02,Neurologista,24,Divorciado
48299,Luiz Felipe Silva,769.024.513-70,ferreiravicente@bol.com.br,+55 21 0547-2357,"Quadra Nascimento, 499, Maria Goretti, 43779136 da Rocha Paulista / RO",1987-08-03,Taxidermista/Embalsamador,26959,Divorciado
48300,Dra. Mariane Ramos,436.015.827-08,xcosta@ig.com.br,41 9252 2486,"Favela Nicolas Silva, 20, Serra, 20862795 Monteiro / AL",1955-04-03,Dedetizador,3657,Solteiro
48301,Isadora Moreira,481.529.306-60,cardosomaria-cecilia@cardoso.com,+55 84 5839-0175,"Estação Cunha, 64, Vila Da Luz, 98271594 das Neves de Cunha / PR",1941-08-13,Moleiro,49360,Solteiro
48302,Miguel Dias,407.325.816-80,nuneserick@almeida.org,+55 (021) 4877-5242,"Trevo Campos, 99, Vila Nova Gameleira 1ª Seção, 24195-000 Cardoso do Galho / PA",1965-06-01,Teólogo,51616,Solteiro
48303,Diogo Freitas,123.860.479-03,felipe19@almeida.com,+55 41 2061-3864,"Trecho Yuri da Mata, 4, Santa Margarida, 59638175 Viana / MG",1966-04-30,Ambulante,74234,Casado
48304,Maria Alice Duarte,416.793.058-75,benjamin69@monteiro.com,(084) 3932 3986,"Vereda Marcelo Pires, 665, Dom Joaquim, 26213719 Almeida / DF",1962-12-05,Segurança particular,49240,Casado
48305,Laís Freitas,560.192.873-86,henriquerodrigues@uol.com.br,+55 11 3111-9969,"Conjunto Lavínia Almeida, Bacurau, 29376613 Rocha do Galho / SC",1963-03-22,Tecnólogo em geoprocessamento,54953,Viúvo
48306,Bernardo Fernandes,690.832.541-51,peixotomaria-julia@das.br,84 5839 8669,"Travessa Cardoso, 5, Vila Esplanada, 36045610 Alves / AP",1971-12-01,Antropólogo,94737,Solteiro
48307,Elisa Oliveira,836.927.401-31,kmoura@hotmail.com,+55 51 3676 7095,"Área de Oliveira, Granja De Freitas, 69149055 Alves de Minas / RN",1962-09-18,Karateca,90896,Solteiro
48308,Maysa da Paz,352.819.460-05,fariasana-julia@gmail.com,(031) 3708 3222,"Recanto Nunes, 3, Nova Suíça, 65999-337 Carvalho / DF",1948-03-03,Representante comercial,32239,Divorciado
48309,Maria Sophia Alves,415.807.263-80,miguel05@silveira.br,+55 21 6242-3950,"Núcleo de Ramos, 253, Piraja, 14484-470 Fogaça / TO",1988-10-15,Dedetizador,7978,Casado
48310,Raul Ramos,371.645.290-43,castroleonardo@almeida.org,84 3256-7624,"Morro Vitória Ramos, 44, Santa Rita, 98742386 Costela / BA",1969-02-22,Cadista,80610,Solteiro
48311,Sr. Pietro Ramos,284.703.596-65,diasluana@martins.br,71 2600 8041,"Estação Cardoso, 53, Nova Granada, 31809390 Santos Alegre / MT",1971-05-31,Nadador,49204,Solteiro
48312,Isaac Caldeira,591.824.603-70,vda-conceicao@nogueira.br,81 6980-5083,"Vila de Fogaça, 62, Horto Florestal, 51658-729 da Paz de Novaes / MT",1953-08-16,Feirante,25182,Divorciado
48313,Davi Araújo,602.951.384-24,da-costamaria-eduarda@ig.com.br,(084) 9176 9411,"Residencial de Farias, Goiania, 53191-702 Porto das Flores / SP",1943-12-18,Bartender,90877,Viúvo
48314,Davi Lucas Oliveira,142.753.806-90,ana-julia84@da.br,+55 (081) 4225 3436,"Área Clara Rocha, 112, Baleia, 42413-242 Fogaça / MS",1983-08-12,Tecnólogo em Ciências das plantas medicinais,40132,Divorciado
48315,Isadora Dias,208.591.376-86,isabelly57@correia.net,+55 31 1385-4147,"Área de Moreira, 86, Vila Atila De Paiva, 90471-930 Moraes de Rodrigues / PR",1944-03-22,Profissional de cinema,18744,Solteiro
48316,Melissa Rodrigues,187.049.253-60,cda-luz@fernandes.br,+55 31 2404 5845,"Loteamento de Barbosa, 40, Campo Alegre, 65252369 Silva / RN",1963-08-24,Gerente de inovações ou novos negócios,76647,Divorciado
48317,Emanuelly Vieira,659.730.812-30,ana-clara51@yahoo.com.br,+55 (081) 7040 3591,"Passarela de Nogueira, 7, Satelite, 24529-732 Costa Alegre / MG",1940-07-06,Engenheiro elétrico,94196,Divorciado
48318,Eduarda Pires,257.860.934-92,giovanna21@da.br,+55 71 5934 4004,"Lago Larissa da Cunha, 1, Dom Silverio, 00956782 Moura Grande / SC",2004-07-29,Fisiculturista,38843,Viúvo
48319,Raul Castro,413.620.759-06,joaodas-neves@bol.com.br,(011) 1322 5392,"Aeroporto de Cavalcanti, 69, Vila Copasa, 55671-539 Costela / MA",1991-10-16,Jogador de golfe,53285,Divorciado
48320,Nicole Teixeira,795.043.816-93,joao-felipe59@lopes.net,+55 (084) 4689 0465,"Jardim Melo, 794, Cruzeiro, 65949455 da Rocha / MG",1984-02-22,Eletricista,89550,Solteiro
48321,Maria Clara da Conceição,168.073.594-20,ana-luiza13@ig.com.br,(084) 3851 2779,"Vila Emilly Monteiro, Vila Barragem Santa Lúcia, 10456041 Teixeira da Serra / RS",1950-08-22,Engenheiro de processos,71713,Solteiro
48322,Lucca Castro,905.128.746-11,souzamirella@yahoo.com.br,61 7475-4121,"Sítio Souza, 55, Olhos D'água, 96421920 da Luz / RR",1936-10-10,Técnico de som,5481,Viúvo
48323,Dra. Ana Beatriz Nascimento,145.097.826-67,marcos-viniciusda-mota@goncalves.com,+55 71 9305-9242,"Conjunto Lima, Vila Santo Antônio, 13526-545 Moura / PR",1966-10-27,Advogado,3002,Viúvo
48324,Ana Luiza Costela,365.748.012-90,evelynlopes@yahoo.com.br,(071) 4469-6719,"Residencial de Barbosa, 21, Ventosa, 83046-056 Jesus de Goiás / PA",1975-12-19,Piloto de avião,57316,Viúvo
48325,Luiz Felipe Ferreira,270.945.183-23,carlos-eduardosilveira@yahoo.com.br,(081) 3803-3442,"Conjunto Stella da Luz, 31, Centro, 91942-447 Novaes / DF",1989-03-17,Lenhador,21016,Viúvo
48326,Luiz Fernando Nascimento,295.148.067-94,enzo-gabrielpires@correia.com,+55 61 0654-4011,"Rodovia de Gomes, 1, Carlos Prates, 92943-376 Araújo da Praia / MA",1938-10-16,Cantor,80339,Casado
48327,Valentina Rezende,873.429.501-14,martinscalebe@da.com,+55 81 8028 5728,"Rua de Carvalho, 80, Vila Rica, 64604-063 Duarte / CE",1977-06-01,Engenheiro aeronáutico,55764,Casado
48328,Benjamin da Rosa,132.058.764-07,rodriguespaulo@ramos.br,81 6506 0058,"Aeroporto Cardoso, 47, Jardim Do Vale, 52250106 Ribeiro / PA",1936-05-23,Carpinteiro,31522,Divorciado
48329,Maria Martins,063.528.174-08,caldeirakevin@da.com,+55 11 7342-2771,"Estação Cauã Pinto, 71, Vila Cloris, 72308-974 Moraes da Praia / PB",1935-09-30,Fonoaudiólogo,66244,Casado
48330,Ana Julia Vieira,750.924.163-43,piresyuri@ferreira.br,(031) 6037 8095,"Viela de Peixoto, 109, Vila Novo São Lucas, 26276-814 Ferreira das Flores / RR",2005-11-30,Estoquista,43265,Solteiro
48331,Dr. Juan Araújo,165.982.430-33,lpires@yahoo.com.br,+55 41 8509 9033,"Viela Lucca Fogaça, 531, Barão Homem De Melo 3ª Seção, 99971416 Melo / SC",1955-06-02,Fisiculturista,48071,Solteiro
48332,Dra. Stephany Porto,065.389.241-15,danielaraujo@yahoo.com.br,+55 81 5417 4731,"Estrada Henrique Nogueira, Novo Aarão Reis, 75037408 Martins de Dias / SC",1970-03-10,Matemático,75804,Divorciado
48333,Enzo Vieira,561.394.207-25,azevedopedro-lucas@ig.com.br,+55 81 4023-1942,"Travessa Augusto Caldeira, 301, Vila Nossa Senhora Do Rosário, 11232545 Peixoto da Mata / AM",1938-08-08,Líder comunitário,26134,Divorciado
48334,Juan Melo,536.298.074-29,gabrielly53@hotmail.com,11 7053 8162,"Morro Cardoso, 29, Vera Cruz, 44048-862 da Cunha de Goiás / PE",1947-09-27,Restaurador,38552,Viúvo
48335,Dra. Melissa Peixoto,140.259.768-11,wviana@teixeira.net,+55 (051) 7290-8589,"Vila Aragão, Concórdia, 06587-708 das Neves / PB",1971-08-27,Dentista,55003,Divorciado
48336,Gustavo Henrique Cardoso,273.169.058-59,ferreiramelissa@jesus.br,71 2719 3367,"Campo Luiz Miguel Sales, 30, Vila Sesc, 23446-238 Cardoso das Flores / GO",1972-09-02,Impressor,42791,Casado
48337,Marcos Vinicius da Luz,951.807.342-23,cardosoisabella@yahoo.com.br,41 4191-7737,"Rodovia de Carvalho, 31, Jatobá, 11970-702 Pinto de Freitas / SE",1998-11-04,Tecnólogo em esporte e lazer,12681,Solteiro
48338,Sr. Pedro Miguel Duarte,579.608.214-02,hcarvalho@uol.com.br,0300 856 8951,"Rua da Rosa, 244, Parque São Pedro, 25536484 Pires / AP",1979-06-27,Músico,13252,Solteiro
48339,Manuela Nogueira,357.429.816-19,freitasmaria@ig.com.br,71 4435 0562,"Residencial de Dias, Jardim Montanhês, 08131-412 Silveira da Serra / MT",1948-02-27,Balconista,72039,Solteiro
48340,Lucas Gabriel da Paz,906.542.731-70,rodrigoviana@ig.com.br,+55 (071) 2622-6127,"Via de da Cunha, 99, Manacas, 48925-726 Barros / AM",1999-06-02,Engenheiro elétrico,74923,Divorciado
48341,Lorena Nogueira,298.637.401-87,pedro-henrique46@ig.com.br,+55 61 9220-0230,"Recanto Davi Lucas Gomes, 52, Casa Branca, 20274016 Teixeira / MA",2003-12-10,Conferente de recebimento,24681,Divorciado
48342,Srta. Luna Novaes,235.841.670-35,ucosta@uol.com.br,+55 (081) 4649-7415,"Rodovia de Novaes, 49, Mirtes, 30253894 Souza / TO",1993-10-06,Escultor,20921,Solteiro
48343,Cauã Freitas,435.078.219-23,correiaotavio@campos.br,+55 21 8393 6356,"Campo Luiz Otávio Moreira, 7, Conjunto Providencia, 23042372 Dias / CE",1971-11-05,Entalhador,61501,Solteiro
48344,Emanuella Castro,942.017.356-99,amartins@vieira.com,(041) 0295-4542,"Praia Nascimento, 39, Boa União 1ª Seção, 94390598 Gomes / MT",1948-06-18,Gerente de riscos em seguros,66587,Divorciado
